"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","property_name","property_type","estimated_value","recovered_status","description"
"49093000000170035","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157344","Watch","Cash","399330.51","false","Tempora illum dicta laudantium aperiam veritatis asperiores id aperiam quae ipsa pariatur."
"49093000000170036","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157345","Television","Vehicle","205049.95","true","Assumenda non voluptatum ipsa modi iusto vel tempora perferendis vero."
"49093000000170037","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157345","Documents","Documents","464317.66","true","Eos molestiae neque reiciendis neque quam sapiente numquam totam quas qui impedit error."
"49093000000170038","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157345","Television","Documents","199898.35","false","Odit natus veniam autem quos vitae nihil fugiat dignissimos voluptatem ipsam sit dolorem."
"49093000000170039","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157347","Documents","Vehicle","306485.73","true","Inventore eaque ducimus adipisci cum molestiae."
"49093000000170040","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157348","Mobile Phone","Documents","192269.41","true","Quia accusantium blanditiis impedit sit officiis labore cupiditate placeat quisquam aliquam sed."
"49093000000170041","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157348","Television","Household Item","489160.57","true","Adipisci magni fugit nihil provident ullam nostrum doloremque maiores numquam nostrum eaque occaecati."
"49093000000170042","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157348","Car","Electronics","353634.11","true","Nostrum aliquam dolor distinctio necessitatibus cumque accusamus libero veritatis."
"49093000000170043","49093000000013007","2026-06-28 13:51:29:317","2026-06-28 13:51:29:317","49093000000157349","Gold Chain","Household Item","93646.0","true","Esse eos ipsum natus facilis deleniti nobis corrupti."
"49093000000170044","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157349","Laptop","Electronics","138834.0","true","Alias maxime ea dicta possimus harum suscipit labore."
"49093000000170045","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157350","Documents","Electronics","38626.18","true","Quos accusamus placeat molestias sapiente aperiam nesciunt id vitae tenetur corrupti distinctio excepturi."
"49093000000170046","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157350","Jewellery","Household Item","173476.31","false","Mollitia quae vitae vel beatae aliquid aliquam similique laudantium iste occaecati rerum."
"49093000000170047","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157350","Television","Cash","203423.18","true","Aliquam error alias minima dolorum ea."
"49093000000170048","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157351","Mobile Phone","Vehicle","271419.18","false","Molestiae dolorem qui corrupti facilis soluta reprehenderit praesentium."
"49093000000170049","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157351","Watch","Electronics","490852.48","true","Officia quia tempora corrupti doloremque voluptatibus sequi."
"49093000000170050","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157353","Television","Household Item","373960.79","false","Aspernatur magni itaque ab molestias neque explicabo ipsum molestias alias veniam sint optio."
"49093000000170051","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157354","Car","Household Item","393495.21","true","Perferendis quod numquam labore atque alias."
"49093000000170052","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157355","Jewellery","Cash","410595.77","true","Sint consectetur architecto commodi expedita voluptatibus aperiam."
"49093000000170053","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157356","Laptop","Electronics","46844.59","false","Rem unde molestiae corporis cumque accusantium quis dolores."
"49093000000170054","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157356","Documents","Electronics","56201.97","false","Est voluptatum quidem officia odio dolore praesentium sed."
"49093000000170055","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157356","Car","Household Item","123547.2","false","Illo iste rem unde cupiditate suscipit molestiae laudantium dolores itaque."
"49093000000170056","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157357","Laptop","Household Item","158099.33","false","Natus id ab odio sunt voluptatem tenetur eius rerum blanditiis harum."
"49093000000170057","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157358","Car","Vehicle","383595.21","true","Similique mollitia ratione minus excepturi expedita incidunt."
"49093000000170058","49093000000013007","2026-06-28 13:51:29:318","2026-06-28 13:51:29:318","49093000000157360","Laptop","Vehicle","437135.26","true","Illo expedita mollitia consequatur magni tenetur asperiores ab libero cupiditate totam beatae."
"49093000000170059","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157361","Mobile Phone","Electronics","52007.35","false","Sed odit nesciunt officia ut laudantium modi sequi ab voluptas."
"49093000000170060","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157361","Motorcycle","Documents","26452.51","false","Tempore nemo deleniti porro doloribus officiis natus dolorum quidem deserunt aliquam."
"49093000000170061","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157361","Mobile Phone","Cash","494339.29","true","Quaerat eum provident ipsam exercitationem aperiam provident laudantium explicabo molestias quibusdam."
"49093000000170062","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157362","Mobile Phone","Documents","367754.99","false","Dolor enim reiciendis sunt harum deleniti."
"49093000000170063","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157362","Motorcycle","Jewellery","187602.07","false","Porro repellat at aut mollitia facilis magnam."
"49093000000170064","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157363","Watch","Electronics","302667.05","false","Tempora voluptate quaerat modi et animi ipsa atque officiis recusandae."
"49093000000170065","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157363","Documents","Electronics","365829.84","true","Numquam sit ipsum officiis libero quibusdam dolorem perferendis."
"49093000000170066","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157364","Motorcycle","Jewellery","117242.44","false","Accusantium quasi nostrum eveniet fugiat quod nemo sequi quia."
"49093000000170067","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157366","Cash","Household Item","173781.92","false","Nulla beatae explicabo blanditiis sapiente sed perspiciatis."
"49093000000170068","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157367","Car","Electronics","348431.5","false","Rerum architecto maiores explicabo numquam nulla veniam non illum."
"49093000000170069","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157367","Gold Chain","Household Item","46419.88","false","Id doloribus quasi sapiente nulla impedit vero."
"49093000000170070","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157367","Gold Chain","Vehicle","195166.77","true","Fugit facere fugit fugiat fugiat quia odio veniam."
"49093000000170071","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157368","Car","Vehicle","307173.71","true","Aspernatur porro debitis provident amet quibusdam quis omnis error voluptatum accusamus."
"49093000000170072","49093000000013007","2026-06-28 13:51:29:319","2026-06-28 13:51:29:319","49093000000157370","Jewellery","Vehicle","142402.28","false","Laudantium harum incidunt ab facilis beatae consequatur deleniti totam."
"49093000000170073","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157371","Television","Jewellery","335227.94","false","Quibusdam facilis unde tempora odit quos delectus nobis praesentium minus adipisci ex."
"49093000000170074","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157371","Car","Household Item","255380.17","false","Quas quos saepe iusto sunt veniam assumenda laudantium."
"49093000000170075","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157371","Watch","Cash","311030.62","false","Praesentium ex deserunt nisi accusamus explicabo quasi ad ex."
"49093000000170076","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157372","Television","Cash","498391.62","true","Consequatur eos voluptatum eum dolore ipsam quos perferendis veritatis."
"49093000000170077","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157372","Documents","Jewellery","382162.66","false","Qui illum a nisi quam mollitia placeat eos dignissimos labore iusto."
"49093000000170078","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157372","Laptop","Cash","304507.17","false","Voluptate ratione asperiores eveniet quia aliquid porro dolorem vero quibusdam numquam quo."
"49093000000170079","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157373","Watch","Cash","197996.13","false","Quae corporis nihil sequi illo perspiciatis sit architecto laudantium eaque hic saepe."
"49093000000170080","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157373","Gold Chain","Electronics","272505.29","true","Praesentium rem harum minima harum tempora."
"49093000000170081","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157373","Motorcycle","Cash","15242.18","true","Soluta itaque temporibus cupiditate culpa provident quis consectetur."
"49093000000170082","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157375","Car","Documents","412850.15","false","Autem dolore commodi in veniam placeat voluptates consequatur similique quis."
"49093000000170083","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157375","Motorcycle","Jewellery","401778.6","true","Omnis numquam reprehenderit repellendus voluptates quaerat."
"49093000000170084","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157376","Jewellery","Electronics","166009.8","true","Quia quidem officia cupiditate adipisci ad velit ducimus et fugiat."
"49093000000170085","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157376","Documents","Jewellery","62741.24","true","Ducimus excepturi eius cupiditate voluptatum dolore quaerat laboriosam doloribus nihil at."
"49093000000170086","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157376","Mobile Phone","Vehicle","61468.2","false","Rerum atque ratione magni iste perferendis reiciendis."
"49093000000170087","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157377","Documents","Jewellery","340446.13","false","Totam quibusdam ullam nobis dicta possimus deserunt."
"49093000000170088","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157377","Car","Jewellery","148715.56","true","Aut vitae accusantium perferendis aliquid animi sed ea corporis alias."
"49093000000170089","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157377","Watch","Household Item","129645.99","false","Recusandae officiis ex debitis veritatis dolor voluptas accusamus."
"49093000000170090","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157378","Watch","Documents","248295.72","true","Nam delectus veniam numquam aspernatur provident."
"49093000000170091","49093000000013007","2026-06-28 13:51:29:320","2026-06-28 13:51:29:320","49093000000157378","Watch","Documents","295517.36","false","Magni est dicta tempora aspernatur necessitatibus quos quaerat libero."
"49093000000170092","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157379","Television","Electronics","450238.38","true","Quidem sunt architecto a quaerat sapiente alias molestias quaerat fuga."
"49093000000170093","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157379","Gold Chain","Household Item","152661.25","true","Quos quasi amet ducimus inventore iusto quibusdam consectetur sequi eaque illum."
"49093000000170094","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157379","Motorcycle","Documents","203191.78","false","Iste nam distinctio porro ipsam consequuntur."
"49093000000170095","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157381","Cash","Jewellery","20753.78","true","Commodi perspiciatis blanditiis natus quaerat quisquam architecto velit odit repudiandae ratione recusandae ab."
"49093000000170096","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157383","Laptop","Vehicle","453376.72","true","Doloremque ea fugiat dignissimos aut doloribus et repellendus harum accusamus ab doloribus aliquam."
"49093000000170097","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157384","Gold Chain","Vehicle","215124.59","false","Rerum labore molestias totam consectetur recusandae sit pariatur."
"49093000000170098","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157384","Laptop","Electronics","352062.16","true","Soluta eligendi nulla rerum iste itaque."
"49093000000170099","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157385","Cash","Electronics","214937.68","false","Qui id pariatur adipisci facere autem quia eum labore quaerat recusandae."
"49093000000170100","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157386","Mobile Phone","Electronics","208485.16","true","Expedita libero ipsa expedita odit et quis repellat perferendis accusamus."
"49093000000170101","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157386","Watch","Household Item","169989.55","false","Eaque rerum autem nemo delectus doloremque dolorum voluptate laudantium sunt odio corrupti tenetur."
"49093000000170102","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157386","Documents","Cash","496333.28","false","Iste impedit temporibus odio molestiae facilis."
"49093000000170103","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157387","Cash","Documents","316155.52","false","Voluptatem quaerat aliquid alias laborum minima saepe ratione officia repellendus molestias debitis voluptatum."
"49093000000170104","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157387","Laptop","Jewellery","449034.6","true","Voluptatum labore magnam iure non illum magni ab dolorem laboriosam numquam saepe."
"49093000000170105","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157388","Jewellery","Documents","371896.11","false","Adipisci ipsam quo alias veniam voluptates ratione illum voluptas delectus et unde."
"49093000000170106","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157391","Laptop","Cash","203542.69","true","Quia illo iste unde cumque libero beatae voluptas eos fugit odio."
"49093000000170107","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157392","Laptop","Documents","498747.18","false","Eius necessitatibus aspernatur labore quam totam tempore corporis optio hic."
"49093000000170108","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157393","Gold Chain","Documents","231914.12","true","Ut vero id esse corporis aut tenetur quibusdam."
"49093000000170109","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157393","Gold Chain","Household Item","403414.54","false","Enim illo ab voluptatibus consectetur eligendi nesciunt explicabo dolorum architecto."
"49093000000170110","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157393","Cash","Electronics","39160.38","true","Ullam sequi aliquam odit minus impedit deserunt quisquam alias."
"49093000000170111","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157394","Motorcycle","Cash","1769.57","true","Dolorum commodi quidem quaerat harum atque."
"49093000000170112","49093000000013007","2026-06-28 13:51:29:321","2026-06-28 13:51:29:321","49093000000157394","Motorcycle","Documents","213610.37","false","Laboriosam corrupti vel vero esse dignissimos totam."
"49093000000170113","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157397","Watch","Cash","127085.67","false","Ullam vel dignissimos ipsum architecto atque id ut placeat."
"49093000000170114","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157397","Gold Chain","Jewellery","326310.14","true","Facere reiciendis et cumque aliquam id totam facere reprehenderit sapiente facilis."
"49093000000170115","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157398","Laptop","Cash","66872.12","false","Iste impedit optio corrupti non repellat ipsam natus dolore qui nam repudiandae non."
"49093000000170116","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157398","Watch","Jewellery","318353.84","true","Veritatis quo cupiditate ipsum veritatis quasi doloremque sed corrupti."
"49093000000170117","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157399","Laptop","Documents","481096.96","true","Assumenda itaque ratione recusandae eius vero officiis voluptatem ut at pariatur neque deserunt."
"49093000000170118","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157399","Television","Jewellery","317197.51","true","Repellat ipsum quia sunt veritatis quis laborum."
"49093000000170119","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157401","Gold Chain","Jewellery","420367.42","false","Repellat dolorum ea assumenda eveniet recusandae."
"49093000000170120","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157401","Motorcycle","Cash","77242.12","false","Magnam voluptatum libero laborum quidem amet fugit."
"49093000000170121","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157402","Television","Documents","141949.83","true","Aut inventore architecto dolore eos dolore ipsam."
"49093000000170122","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157403","Laptop","Vehicle","249796.78","false","Perspiciatis eius saepe praesentium impedit quo vero ratione repellat."
"49093000000170123","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157403","Motorcycle","Documents","319607.71","false","Veniam molestias distinctio blanditiis accusantium beatae vitae assumenda dolorum."
"49093000000170124","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157404","Gold Chain","Household Item","264779.26","false","Sit exercitationem eaque officiis fuga animi voluptas eos."
"49093000000170125","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157405","Jewellery","Household Item","51805.74","true","Architecto esse incidunt pariatur odit tempora."
"49093000000170126","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157405","Documents","Vehicle","186034.84","false","Tempore a dignissimos numquam natus esse exercitationem."
"49093000000170127","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157406","Mobile Phone","Vehicle","28752.07","true","Ipsa iste cumque dolorum modi dicta voluptate vero asperiores iure maxime nobis optio."
"49093000000170128","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157406","Cash","Household Item","243082.74","false","Dicta perferendis eveniet blanditiis cum aperiam iure dolor quaerat."
"49093000000170129","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157406","Documents","Jewellery","321656.06","true","Quae perferendis modi amet ut eum blanditiis."
"49093000000170130","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157408","Watch","Cash","324145.82","false","Soluta a eaque commodi culpa natus velit pariatur voluptas ipsum cum maxime."
"49093000000170131","49093000000013007","2026-06-28 13:51:29:322","2026-06-28 13:51:29:322","49093000000157408","Laptop","Jewellery","170888.06","true","Sapiente culpa modi officiis dolore assumenda ipsum."
"49093000000170132","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157409","Mobile Phone","Jewellery","46337.74","true","Excepturi rem architecto ullam quaerat dolor."
"49093000000170133","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157409","Motorcycle","Jewellery","190394.08","true","Nisi rem sint temporibus consequuntur quia sapiente porro."
"49093000000170134","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157409","Cash","Documents","107927.27","false","Aspernatur harum suscipit nobis repellat veritatis."
"49093000000170135","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157410","Jewellery","Vehicle","62228.52","false","Molestiae consequuntur nulla pariatur commodi distinctio occaecati eum distinctio illum quaerat ex."
"49093000000170136","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157411","Laptop","Documents","325896.14","false","Perferendis eveniet quis commodi molestias temporibus voluptas in."
"49093000000170137","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157411","Car","Vehicle","446267.1","false","Magnam reprehenderit explicabo minima id a provident at explicabo qui provident quisquam voluptatibus."
"49093000000170138","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157415","Motorcycle","Electronics","340136.98","true","Et quasi voluptas labore totam qui aliquid."
"49093000000170139","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157415","Watch","Household Item","145615.06","false","Ab eos exercitationem ea impedit ducimus dignissimos nam quidem quod minima occaecati."
"49093000000170140","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157416","Cash","Cash","133299.3","false","Aliquid aspernatur quo repudiandae excepturi id similique sapiente magnam."
"49093000000170141","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157417","Documents","Household Item","118407.87","true","Sint ut minus fugit repellat quibusdam ipsam eaque eos exercitationem."
"49093000000170142","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157418","Television","Electronics","234682.47","true","Sit debitis ad commodi impedit autem ea consequatur eveniet."
"49093000000170143","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157419","Documents","Household Item","225701.61","false","Magni labore beatae minima dicta cupiditate."
"49093000000170144","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157419","Cash","Documents","415543.75","false","Quis praesentium sapiente non eaque cum."
"49093000000170145","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157422","Gold Chain","Vehicle","9347.37","false","Esse praesentium ipsam iure hic consectetur iure nam minima amet animi."
"49093000000170146","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157422","Mobile Phone","Electronics","182808.07","false","Perferendis deleniti libero saepe dignissimos qui ad numquam hic amet soluta eaque dolorum."
"49093000000170147","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157422","Cash","Household Item","215478.06","false","Ex consectetur consequatur soluta reprehenderit laboriosam rem error nemo sapiente doloribus nam."
"49093000000170148","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157424","Laptop","Cash","121543.79","true","Assumenda nisi nobis quae fuga aliquam provident debitis eius laboriosam aut quod architecto."
"49093000000170149","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157425","Jewellery","Jewellery","313871.61","true","Labore commodi odit odit excepturi esse mollitia ea itaque at."
"49093000000170150","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157427","Documents","Cash","6569.48","false","Delectus nemo quasi ratione aut sapiente."
"49093000000170151","49093000000013007","2026-06-28 13:51:29:323","2026-06-28 13:51:29:323","49093000000157429","Mobile Phone","Vehicle","281332.21","true","Possimus tenetur nisi at repellendus error."
"49093000000170152","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157429","Jewellery","Documents","333096.86","true","Similique ipsam quaerat ea molestiae quidem reiciendis sit accusantium."
"49093000000170153","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157430","Watch","Documents","201490.59","false","Quibusdam veniam officia quis optio corporis veniam quas inventore natus reiciendis earum."
"49093000000170154","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157432","Mobile Phone","Jewellery","227725.0","true","Sed ad cumque vitae nulla eveniet asperiores laudantium rem voluptatum a quaerat quidem."
"49093000000170155","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157433","Television","Household Item","190007.53","true","Quidem rerum minima maiores earum dolore ea aliquam esse qui suscipit eum reprehenderit quis."
"49093000000170156","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157433","Documents","Electronics","68336.47","true","Delectus voluptatibus reiciendis molestiae mollitia eveniet amet odio."
"49093000000170157","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157434","Gold Chain","Vehicle","223324.11","false","Minima ad corrupti soluta illo non sint consequuntur esse."
"49093000000170158","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157434","Mobile Phone","Jewellery","280994.41","true","Rem ratione dolores eos labore nihil."
"49093000000170159","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157434","Laptop","Jewellery","497020.06","false","Harum dolore ea nobis beatae consequuntur quo sequi."
"49093000000170160","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157436","Watch","Cash","70191.82","true","Cupiditate ducimus in recusandae praesentium atque quas recusandae."
"49093000000170161","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157437","Laptop","Vehicle","228983.36","true","Perferendis veniam hic nisi ex vel sunt quas dolorum ipsum explicabo."
"49093000000170162","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157437","Jewellery","Jewellery","250237.51","false","Ab aperiam ipsum aliquam exercitationem in earum atque nobis."
"49093000000170163","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157438","Watch","Vehicle","37494.49","true","A deserunt a assumenda totam sequi excepturi exercitationem omnis quasi tempore pariatur expedita."
"49093000000170164","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157438","Car","Electronics","326366.99","true","Doloremque beatae debitis cum rem consequatur sapiente aut."
"49093000000170165","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157438","Mobile Phone","Electronics","59751.07","true","Asperiores beatae libero facilis cumque sint porro quasi repellendus aperiam error eaque eveniet ab."
"49093000000170166","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157439","Mobile Phone","Electronics","35921.01","true","Eaque maiores culpa autem perferendis laboriosam eaque consequuntur."
"49093000000170167","49093000000013007","2026-06-28 13:51:29:324","2026-06-28 13:51:29:324","49093000000157441","Mobile Phone","Vehicle","176428.28","false","Fuga dolorum adipisci possimus officiis culpa voluptate sed sunt labore."
"49093000000170168","49093000000013007","2026-06-28 13:51:29:325","2026-06-28 13:51:29:325","49093000000157441","Watch","Electronics","185334.72","false","Quidem illum inventore natus veniam laboriosam officia temporibus amet corporis assumenda ad."
"49093000000170169","49093000000013007","2026-06-28 13:51:29:325","2026-06-28 13:51:29:325","49093000000157442","Mobile Phone","Vehicle","217662.55","true","Et dolores incidunt quae ex quod itaque corrupti ipsam commodi."
"49093000000170170","49093000000013007","2026-06-28 13:51:29:325","2026-06-28 13:51:29:325","49093000000157442","Car","Vehicle","3828.77","false","Consectetur ratione reprehenderit deleniti ad ratione ex neque modi corporis quam quisquam."
"49093000000170171","49093000000013007","2026-06-28 13:51:29:325","2026-06-28 13:51:29:325","49093000000157443","Cash","Documents","385986.79","true","Sunt officia laborum mollitia amet doloremque incidunt."
"49093000000170172","49093000000013007","2026-06-28 13:51:29:325","2026-06-28 13:51:29:325","49093000000157444","Cash","Household Item","158728.72","true","Similique neque natus perferendis totam possimus dicta."
