"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","evidence_type_rowid","evidence_name","description","file_url","collected_by_rowid","collection_datetime","chain_of_custody","forensic_status"
"49093000000157932","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157326","49093000000164379","Blood Sample","Quis ipsum sunt incidunt tenetur doloremque amet.","https://crimesight.ai/evidence/262762","49093000000157111","2025-04-24 00:12:22","Collected","Completed"
"49093000000157933","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157326","49093000000164378","Mobile Phone","Ipsa odio quidem amet enim sint temporibus nobis culpa esse molestiae.","https://crimesight.ai/evidence/977582","49093000000157085","2025-12-22 15:28:16","Stored in Evidence Room","Matched"
"49093000000157934","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157327","49093000000164373","Fingerprint Sample","Dolorem libero incidunt distinctio animi dolor maxime non ipsam expedita aut veniam.","https://crimesight.ai/evidence/245412","49093000000157207","2025-07-12 02:48:03","Collected","Completed"
"49093000000157935","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157327","49093000000164380","Vehicle","Facilis voluptatum veritatis omnis aliquam magni facilis ut aliquid voluptate odio tempore aspernatur.","https://crimesight.ai/evidence/452491","49093000000157131","2025-03-17 11:13:49","Stored in Evidence Room","Not Matched"
"49093000000157936","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157327","49093000000164373","Document","Adipisci perspiciatis ratione reprehenderit mollitia laudantium quasi sed consectetur repellendus aut veritatis odio.","https://crimesight.ai/evidence/592424","49093000000157179","2024-11-10 19:59:54","Collected","Under Examination"
"49093000000157937","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157327","49093000000164373","Fingerprint Sample","Amet modi nostrum corrupti tempora veritatis accusamus voluptatum accusamus libero veniam.","https://crimesight.ai/evidence/640165","49093000000157165","2025-03-04 22:51:37","Stored in Evidence Room","Completed"
"49093000000157938","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157328","49093000000164379","Blood Sample","Perferendis laboriosam enim magni voluptates ipsam earum.","https://crimesight.ai/evidence/915367","49093000000157183","2025-07-23 21:59:42","Stored in Evidence Room","Not Matched"
"49093000000157939","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157328","49093000000164372","Document","A ut dolorem maxime autem aut ratione omnis maiores vitae rerum mollitia.","https://crimesight.ai/evidence/278462","49093000000157208","2025-06-12 06:10:46","Presented in Court","Not Matched"
"49093000000157940","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157328","49093000000164378","Vehicle","Odio modi quod quasi consectetur ratione alias.","https://crimesight.ai/evidence/719567","49093000000157172","2025-05-14 14:30:06","Stored in Evidence Room","Completed"
"49093000000157941","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157329","49093000000164372","Blood Sample","Possimus fugit et sit recusandae ex maiores reprehenderit eaque culpa quaerat hic vel.","https://crimesight.ai/evidence/396040","49093000000157127","2026-05-24 13:28:57","Collected","Under Examination"
"49093000000157942","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157329","49093000000164372","Laptop","Dolor ipsam nihil cum et doloremque officiis nostrum minus.","https://crimesight.ai/evidence/995091","49093000000157096","2024-09-11 06:39:35","Presented in Court","Matched"
"49093000000157943","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157329","49093000000164376","Vehicle","Soluta expedita porro unde possimus provident non.","https://crimesight.ai/evidence/625046","49093000000157205","2025-03-01 05:31:39","Presented in Court","Completed"
"49093000000157944","49093000000013007","2026-06-28 13:40:59:195","2026-06-28 13:40:59:195","49093000000157330","49093000000164374","Fingerprint Sample","Laboriosam sequi modi eaque repellat asperiores beatae sapiente veritatis expedita odit itaque.","https://crimesight.ai/evidence/796375","49093000000157030","2025-04-03 14:26:11","Stored in Evidence Room","Under Examination"
"49093000000157945","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157330","49093000000164372","Knife","Accusantium autem inventore itaque vitae qui culpa aut enim sint nostrum.","https://crimesight.ai/evidence/318740","49093000000157060","2024-09-06 12:36:21","Collected","Matched"
"49093000000157946","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157330","49093000000164376","Blood Sample","Nihil nesciunt a laboriosam totam laborum ut sunt tempore libero assumenda quasi sit.","https://crimesight.ai/evidence/270691","49093000000157117","2025-09-20 05:10:54","Collected","Pending"
"49093000000157947","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157330","49093000000164378","Laptop","Quidem impedit adipisci quod illum dicta vero eaque dolorum fugiat modi.","https://crimesight.ai/evidence/501293","49093000000157052","2026-06-10 18:26:59","Transferred to FSL","Completed"
"49093000000157948","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157331","49093000000164375","Blood Sample","Eum eos consequatur hic sit ratione a iure atque numquam omnis nisi.","https://crimesight.ai/evidence/749817","49093000000157053","2025-02-06 20:48:38","Presented in Court","Pending"
"49093000000157949","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157331","49093000000164372","Crime Scene Photograph","Eius eveniet aliquam exercitationem recusandae explicabo porro maxime provident quo voluptas.","https://crimesight.ai/evidence/815906","49093000000157187","2025-08-04 11:32:18","Stored in Evidence Room","Completed"
"49093000000157950","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157331","49093000000164378","Laptop","Sequi atque quis neque autem aperiam libero similique.","https://crimesight.ai/evidence/573401","49093000000157035","2025-11-01 18:17:56","Presented in Court","Pending"
"49093000000157951","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157332","49093000000164374","Mobile Phone","Inventore tempore sequi nesciunt quidem commodi impedit ratione voluptate voluptatum.","https://crimesight.ai/evidence/657122","49093000000157160","2024-07-15 17:32:24","Presented in Court","Completed"
"49093000000157952","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157333","49093000000164378","DNA Sample","Quo quod voluptates voluptatem id cum error nisi sequi blanditiis dolorem ab.","https://crimesight.ai/evidence/972965","49093000000157206","2026-04-19 06:13:42","Stored in Evidence Room","Under Examination"
"49093000000157953","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157334","49093000000164376","Crime Scene Photograph","Exercitationem neque numquam distinctio culpa omnis itaque quos doloremque sed.","https://crimesight.ai/evidence/379176","49093000000157200","2026-03-31 15:02:40","Stored in Evidence Room","Pending"
"49093000000157954","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157334","49093000000164375","CCTV Footage","Architecto atque magnam exercitationem maiores ipsum omnis consequuntur beatae laudantium eaque perferendis recusandae.","https://crimesight.ai/evidence/188129","49093000000157144","2026-06-23 00:51:27","Collected","Completed"
"49093000000157955","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157334","49093000000164379","Fingerprint Sample","Perspiciatis libero quis hic nulla cumque tenetur vero aliquid nesciunt provident repellendus occaecati.","https://crimesight.ai/evidence/813809","49093000000157084","2026-05-13 13:25:54","Transferred to FSL","Pending"
"49093000000157956","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157334","49093000000164379","CCTV Footage","Distinctio quia eos commodi architecto corrupti accusamus optio.","https://crimesight.ai/evidence/806906","49093000000157059","2026-02-21 08:37:39","Transferred to FSL","Matched"
"49093000000157957","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157335","49093000000164378","Mobile Phone","Minima dolore dignissimos cupiditate ratione iure exercitationem.","https://crimesight.ai/evidence/201789","49093000000157198","2026-02-22 14:52:18","Collected","Under Examination"
"49093000000157958","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157336","49093000000164379","Crime Scene Photograph","Dolore exercitationem fugiat reiciendis vitae nisi similique veritatis explicabo facilis.","https://crimesight.ai/evidence/477455","49093000000157140","2025-03-27 21:20:39","Transferred to FSL","Not Matched"
"49093000000157959","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157337","49093000000164372","Mobile Phone","Sint facere fugit odit error quas sed placeat reprehenderit quidem quo.","https://crimesight.ai/evidence/605844","49093000000157111","2026-03-11 03:44:47","Transferred to FSL","Not Matched"
"49093000000157960","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157337","49093000000164380","Vehicle","Perferendis doloremque neque officia et accusamus hic esse inventore sed est ipsum perspiciatis.","https://crimesight.ai/evidence/123266","49093000000157035","2024-10-04 09:53:16","Collected","Under Examination"
"49093000000157961","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157337","49093000000164379","Laptop","Fugiat quo ea tempora ullam quibusdam cupiditate quibusdam.","https://crimesight.ai/evidence/142216","49093000000157053","2026-04-17 18:10:32","Collected","Pending"
"49093000000157962","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157337","49093000000164373","Blood Sample","Illum voluptas suscipit at aperiam excepturi amet eum eveniet iste porro mollitia modi.","https://crimesight.ai/evidence/969005","49093000000157036","2025-05-27 05:08:14","Collected","Pending"
"49093000000157963","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157338","49093000000164371","Fingerprint Sample","Iure nostrum quia itaque placeat aut ratione qui.","https://crimesight.ai/evidence/760534","49093000000157068","2024-11-27 23:16:36","Stored in Evidence Room","Matched"
"49093000000157964","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157339","49093000000164378","Fingerprint Sample","Aperiam officiis delectus quod eligendi vel soluta similique.","https://crimesight.ai/evidence/427015","49093000000157190","2024-08-31 15:32:34","Collected","Under Examination"
"49093000000157965","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157339","49093000000164376","Laptop","Magnam illum exercitationem necessitatibus laudantium neque ducimus recusandae eveniet mollitia perferendis eligendi quisquam.","https://crimesight.ai/evidence/852720","49093000000157096","2025-10-31 03:07:27","Collected","Completed"
"49093000000157966","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157339","49093000000164374","Vehicle","Natus iure nostrum voluptas itaque vero voluptas voluptatem quo magni sapiente tempora soluta.","https://crimesight.ai/evidence/208235","49093000000157200","2025-03-19 13:56:45","Presented in Court","Pending"
"49093000000157967","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157339","49093000000164376","CCTV Footage","Facilis error nihil totam odit autem illo.","https://crimesight.ai/evidence/644874","49093000000157035","2024-11-15 17:22:56","Transferred to FSL","Completed"
"49093000000157968","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157340","49093000000164380","Fingerprint Sample","Minus esse minus cum ut tenetur eaque facere est eos quo.","https://crimesight.ai/evidence/791241","49093000000157197","2025-02-19 06:56:33","Stored in Evidence Room","Completed"
"49093000000157969","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157340","49093000000164371","CCTV Footage","Nihil suscipit ut delectus laudantium nihil.","https://crimesight.ai/evidence/260118","49093000000157170","2024-07-12 11:57:53","Collected","Not Matched"
"49093000000157970","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157341","49093000000164373","Laptop","Sint nostrum laborum molestiae consequatur atque fuga vel placeat saepe excepturi neque.","https://crimesight.ai/evidence/242331","49093000000157168","2026-02-05 18:14:54","Presented in Court","Matched"
"49093000000157971","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157342","49093000000164380","CCTV Footage","Error occaecati vel quis ex officiis nesciunt nesciunt ullam nostrum sint ut.","https://crimesight.ai/evidence/903685","49093000000157177","2025-02-21 02:31:52","Collected","Not Matched"
"49093000000157972","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157342","49093000000164373","Laptop","Nulla consectetur fuga reiciendis iusto neque at.","https://crimesight.ai/evidence/536175","49093000000157031","2025-06-13 15:20:13","Transferred to FSL","Matched"
"49093000000157973","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157343","49093000000164374","Mobile Phone","Id fugiat officia magnam aliquid dolore doloribus omnis aliquid fuga.","https://crimesight.ai/evidence/231944","49093000000157170","2025-11-27 04:58:28","Transferred to FSL","Matched"
"49093000000157974","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157343","49093000000164371","Mobile Phone","Ex laborum at eligendi doloremque fuga iste facere.","https://crimesight.ai/evidence/362898","49093000000157097","2024-07-19 11:06:51","Presented in Court","Matched"
"49093000000157975","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157344","49093000000164376","CCTV Footage","Reprehenderit quod tenetur quisquam architecto molestiae corrupti nemo voluptate quam sint architecto.","https://crimesight.ai/evidence/437593","49093000000157092","2024-11-30 06:11:34","Collected","Not Matched"
"49093000000157976","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157344","49093000000164377","CCTV Footage","Ipsa eum dolorum nesciunt officiis excepturi debitis iure consequatur itaque.","https://crimesight.ai/evidence/326538","49093000000157106","2025-10-14 07:25:29","Transferred to FSL","Pending"
"49093000000157977","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157344","49093000000164377","CCTV Footage","Atque excepturi perspiciatis veritatis provident beatae magnam dignissimos consequatur perspiciatis recusandae dignissimos.","https://crimesight.ai/evidence/359762","49093000000157036","2025-12-24 20:53:00","Stored in Evidence Room","Completed"
"49093000000157978","49093000000013007","2026-06-28 13:40:59:196","2026-06-28 13:40:59:196","49093000000157344","49093000000164372","Blood Sample","Voluptatem illum ab nobis nihil saepe numquam voluptas sed.","https://crimesight.ai/evidence/208299","49093000000157142","2024-09-25 00:01:31","Transferred to FSL","Matched"
"49093000000157979","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157345","49093000000164373","Mobile Phone","Labore accusantium harum velit harum magni.","https://crimesight.ai/evidence/707784","49093000000157067","2025-01-14 04:59:31","Presented in Court","Matched"
"49093000000157980","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157345","49093000000164380","Vehicle","Magnam nesciunt inventore ducimus ad aliquam atque laborum ipsam iste quas.","https://crimesight.ai/evidence/251877","49093000000157126","2025-08-19 15:23:16","Stored in Evidence Room","Pending"
"49093000000157981","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157345","49093000000164380","Fingerprint Sample","Necessitatibus quas est distinctio perspiciatis quibusdam repudiandae enim repudiandae voluptatem.","https://crimesight.ai/evidence/254623","49093000000157163","2024-10-02 11:13:21","Transferred to FSL","Matched"
"49093000000157982","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157346","49093000000164372","Document","Ratione neque illum dolorum quasi cum dicta excepturi itaque iure.","https://crimesight.ai/evidence/272944","49093000000157077","2024-09-21 09:57:56","Transferred to FSL","Under Examination"
"49093000000157983","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157346","49093000000164377","Blood Sample","Excepturi quidem minus quasi sunt error sint dolorem tenetur cum.","https://crimesight.ai/evidence/591051","49093000000157159","2026-06-21 17:24:04","Stored in Evidence Room","Under Examination"
"49093000000157984","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157347","49093000000164376","Vehicle","Doloribus voluptatum in cumque labore eum possimus tenetur tenetur alias.","https://crimesight.ai/evidence/167532","49093000000157189","2025-09-07 07:59:41","Stored in Evidence Room","Under Examination"
"49093000000157985","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157348","49093000000164372","DNA Sample","Nihil modi saepe possimus cupiditate minus.","https://crimesight.ai/evidence/869020","49093000000157164","2026-01-14 03:59:56","Transferred to FSL","Under Examination"
"49093000000157986","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157348","49093000000164380","Knife","Eligendi odit minus maxime itaque iure.","https://crimesight.ai/evidence/152733","49093000000157087","2026-01-12 15:01:01","Presented in Court","Under Examination"
"49093000000157987","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157349","49093000000164380","Mobile Phone","Dignissimos voluptas repellat ad et explicabo suscipit autem libero excepturi qui porro.","https://crimesight.ai/evidence/723165","49093000000157134","2026-05-21 02:04:14","Transferred to FSL","Not Matched"
"49093000000157988","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157350","49093000000164379","Mobile Phone","Nobis minima eos beatae voluptatem sequi voluptate assumenda maiores.","https://crimesight.ai/evidence/911870","49093000000157089","2024-08-19 17:15:38","Presented in Court","Pending"
"49093000000157989","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157351","49093000000164375","Fingerprint Sample","Dignissimos esse officiis voluptas excepturi minus iste officia ducimus autem accusantium.","https://crimesight.ai/evidence/856555","49093000000157155","2025-12-24 10:05:10","Collected","Completed"
"49093000000157990","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157351","49093000000164371","Mobile Phone","Alias assumenda a a rerum ipsam rerum dignissimos distinctio delectus reiciendis fuga ea.","https://crimesight.ai/evidence/571611","49093000000157115","2026-02-20 20:49:34","Presented in Court","Completed"
"49093000000157991","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157351","49093000000164380","Laptop","Dolores quia repellendus mollitia vitae necessitatibus nobis sint ratione molestias sit consectetur.","https://crimesight.ai/evidence/400317","49093000000157165","2026-04-19 13:45:47","Stored in Evidence Room","Pending"
"49093000000157992","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157352","49093000000164372","DNA Sample","Magni quibusdam autem aperiam possimus maxime quis aperiam quibusdam cumque.","https://crimesight.ai/evidence/589589","49093000000157042","2024-08-27 08:01:24","Stored in Evidence Room","Pending"
"49093000000157993","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157352","49093000000164377","Document","Eveniet molestias ab similique nam enim accusamus blanditiis non.","https://crimesight.ai/evidence/154162","49093000000157122","2025-01-19 11:35:35","Transferred to FSL","Completed"
"49093000000157994","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157352","49093000000164380","Laptop","Quae dolore voluptatibus alias ipsum exercitationem dolores quaerat corrupti.","https://crimesight.ai/evidence/356717","49093000000157130","2025-03-01 11:42:37","Collected","Pending"
"49093000000157995","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157352","49093000000164380","Mobile Phone","Quia beatae corporis est fuga ducimus officia perferendis aperiam distinctio.","https://crimesight.ai/evidence/861746","49093000000157053","2024-07-19 07:47:56","Stored in Evidence Room","Pending"
"49093000000157996","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157353","49093000000164373","Mobile Phone","Dolorem porro ducimus explicabo natus at atque nihil et officiis ipsum hic.","https://crimesight.ai/evidence/628184","49093000000157209","2025-06-05 02:39:04","Presented in Court","Not Matched"
"49093000000157997","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157354","49093000000164372","Document","Laudantium consectetur iste cupiditate fugiat alias doloremque eveniet quasi natus ea.","https://crimesight.ai/evidence/948790","49093000000157090","2025-06-20 12:17:31","Transferred to FSL","Pending"
"49093000000157998","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157354","49093000000164374","DNA Sample","Suscipit dolore rerum distinctio suscipit ipsum consectetur beatae dolorum rerum sunt repudiandae quidem.","https://crimesight.ai/evidence/185596","49093000000157041","2026-02-10 09:12:27","Stored in Evidence Room","Completed"
"49093000000157999","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157354","49093000000164371","CCTV Footage","Quas quo quod fugit iusto dolore ratione praesentium consectetur fuga sint.","https://crimesight.ai/evidence/241040","49093000000157080","2024-10-13 12:24:41","Transferred to FSL","Matched"
"49093000000158000","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157355","49093000000164374","Knife","Porro animi vel dolore ipsum omnis fugit ut perferendis.","https://crimesight.ai/evidence/148110","49093000000157157","2026-05-24 20:19:21","Collected","Matched"
"49093000000166001","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157356","49093000000164378","DNA Sample","Earum odit beatae placeat quisquam necessitatibus assumenda magnam tenetur hic.","https://crimesight.ai/evidence/872605","49093000000157148","2026-04-07 06:51:05","Stored in Evidence Room","Completed"
"49093000000166002","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157357","49093000000164380","Blood Sample","Reiciendis temporibus et itaque provident nemo blanditiis ad nihil vero distinctio.","https://crimesight.ai/evidence/772329","49093000000157062","2025-11-27 06:23:17","Presented in Court","Under Examination"
"49093000000166003","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157357","49093000000164376","Vehicle","Reiciendis quas reiciendis necessitatibus repellat tenetur at veritatis aspernatur modi non labore.","https://crimesight.ai/evidence/131457","49093000000157035","2026-04-26 18:02:32","Transferred to FSL","Under Examination"
"49093000000166004","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157358","49093000000164371","Mobile Phone","Reprehenderit consectetur dolor vel esse laudantium provident amet facere ratione harum deserunt.","https://crimesight.ai/evidence/932873","49093000000157086","2025-08-12 20:47:59","Transferred to FSL","Not Matched"
"49093000000166005","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157358","49093000000164374","Blood Sample","Inventore voluptatem libero veritatis ea quae.","https://crimesight.ai/evidence/504291","49093000000157176","2025-09-26 08:33:14","Stored in Evidence Room","Matched"
"49093000000166006","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157358","49093000000164377","Mobile Phone","Reiciendis voluptas expedita placeat veritatis fuga accusamus ipsam.","https://crimesight.ai/evidence/751682","49093000000157112","2025-05-26 01:44:37","Presented in Court","Pending"
"49093000000166007","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157358","49093000000164380","Laptop","Vitae libero accusantium accusantium pariatur reprehenderit praesentium.","https://crimesight.ai/evidence/609294","49093000000157070","2025-09-29 19:03:42","Collected","Pending"
"49093000000166008","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157359","49093000000164375","Crime Scene Photograph","Quibusdam illo itaque perspiciatis blanditiis ipsum atque nemo consectetur.","https://crimesight.ai/evidence/172316","49093000000157055","2025-03-30 10:34:50","Presented in Court","Under Examination"
"49093000000166009","49093000000013007","2026-06-28 13:40:59:197","2026-06-28 13:40:59:197","49093000000157359","49093000000164374","Mobile Phone","Dolore a modi sed nesciunt corporis nam laborum.","https://crimesight.ai/evidence/531390","49093000000157084","2024-12-30 11:11:34","Collected","Not Matched"
"49093000000166010","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157360","49093000000164380","Mobile Phone","Quaerat nostrum sint perspiciatis natus architecto voluptates id dolorum laborum at ea.","https://crimesight.ai/evidence/961141","49093000000157113","2026-02-13 22:02:06","Stored in Evidence Room","Matched"
"49093000000166011","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157360","49093000000164372","Mobile Phone","Sint quis eos error enim fugit maxime id tenetur.","https://crimesight.ai/evidence/767417","49093000000157058","2024-11-21 17:14:48","Presented in Court","Pending"
"49093000000166012","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157360","49093000000164374","Knife","Qui quia autem similique ut sapiente earum nemo expedita.","https://crimesight.ai/evidence/937324","49093000000157099","2025-02-12 17:41:34","Collected","Pending"
"49093000000166013","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157360","49093000000164373","Blood Sample","Eligendi reprehenderit ipsam omnis dolor vero id quos voluptatibus debitis dolor aperiam facilis.","https://crimesight.ai/evidence/351860","49093000000157205","2026-04-13 02:26:49","Transferred to FSL","Not Matched"
"49093000000166014","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157361","49093000000164377","Mobile Phone","Sapiente ab nesciunt pariatur modi numquam inventore repellendus aliquam mollitia error distinctio cupiditate.","https://crimesight.ai/evidence/552174","49093000000157129","2024-07-31 21:05:09","Stored in Evidence Room","Completed"
"49093000000166015","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157361","49093000000164372","Blood Sample","Sed aliquam eum molestiae est tempora nostrum minima debitis magni impedit eos repellendus odio.","https://crimesight.ai/evidence/994040","49093000000157123","2026-03-17 22:36:54","Stored in Evidence Room","Completed"
"49093000000166016","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157361","49093000000164376","Mobile Phone","Fuga consequatur ullam sunt sapiente necessitatibus voluptas ab iure facilis consequuntur est aut.","https://crimesight.ai/evidence/802375","49093000000157083","2026-06-23 11:27:57","Presented in Court","Pending"
"49093000000166017","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157362","49093000000164376","Crime Scene Photograph","Eveniet ducimus quia corporis dolor vel nostrum consequuntur temporibus harum mollitia dicta.","https://crimesight.ai/evidence/314141","49093000000157096","2024-09-05 04:45:47","Transferred to FSL","Under Examination"
"49093000000166018","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157362","49093000000164374","Laptop","Nostrum blanditiis ipsam pariatur iure rerum ullam provident.","https://crimesight.ai/evidence/866972","49093000000157104","2025-12-27 22:18:52","Transferred to FSL","Not Matched"
"49093000000166019","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157362","49093000000164378","Crime Scene Photograph","Assumenda assumenda ratione blanditiis maiores explicabo doloremque tempore quis optio ipsum voluptatibus saepe.","https://crimesight.ai/evidence/679973","49093000000157070","2024-10-21 06:08:06","Transferred to FSL","Matched"
"49093000000166020","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157363","49093000000164373","DNA Sample","Unde perspiciatis quidem quidem voluptates maxime ipsum unde temporibus facere fugit aperiam sed.","https://crimesight.ai/evidence/311186","49093000000157122","2025-03-26 06:14:59","Transferred to FSL","Not Matched"
"49093000000166021","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157363","49093000000164371","Vehicle","Consectetur praesentium est accusamus recusandae maiores minus labore magni.","https://crimesight.ai/evidence/754675","49093000000157040","2024-10-24 08:28:08","Presented in Court","Pending"
"49093000000166022","49093000000013007","2026-06-28 13:40:59:198","2026-06-28 13:40:59:198","49093000000157363","49093000000164376","Laptop","Fugit enim libero aspernatur aperiam doloremque consequuntur necessitatibus dolore nisi recusandae.","https://crimesight.ai/evidence/764785","49093000000157055","2025-10-05 16:21:58","Collected","Not Matched"
