"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","assigned_to_rowid","assigned_by_rowid","assigned_datetime","assignment_status","remarks"
"49093000000172077","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157377","49093000000157070","49093000000157177","2024-07-25 00:26:41","In Progress","Reprehenderit saepe molestias iure consequuntur nulla ea accusantium quae deleniti culpa esse in."
"49093000000172078","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157378","49093000000157181","49093000000157102","2025-01-03 00:12:06","Reassigned","Consequuntur minima cupiditate iusto ipsa consectetur doloribus tenetur vero consequuntur velit."
"49093000000172079","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157379","49093000000157206","49093000000157124","2026-03-25 23:20:19","Assigned","Accusamus illo minima blanditiis fuga vitae tempora."
"49093000000172080","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157380","49093000000157121","49093000000157144","2025-04-19 18:06:39","Completed","Velit error qui fugiat corporis nostrum sunt doloribus provident magni maiores."
"49093000000172081","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157381","49093000000157064","49093000000157158","2025-09-09 01:50:38","In Progress","Minima totam inventore itaque laborum voluptatum eligendi voluptates."
"49093000000172082","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157382","49093000000157177","49093000000157210","2025-04-09 17:36:30","Completed","Aliquam odit nostrum esse temporibus unde ullam unde maxime."
"49093000000172083","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157383","49093000000157203","49093000000157089","2024-08-12 22:37:03","In Progress","Rem temporibus voluptate totam rerum quasi delectus eaque."
"49093000000172084","49093000000013007","2026-06-28 14:06:29:477","2026-06-28 14:06:29:477","49093000000157384","49093000000157166","49093000000157175","2026-05-13 11:01:12","Completed","Ex nostrum nisi itaque ut repellat at quidem."
"49093000000172085","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157385","49093000000157133","49093000000157206","2026-02-14 14:10:06","Completed","Deserunt aliquam iusto ab hic necessitatibus animi molestiae eligendi officia ipsa."
"49093000000172086","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157386","49093000000157168","49093000000157202","2026-01-28 10:40:21","In Progress","Voluptas nobis illo architecto sint eligendi."
"49093000000172087","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157387","49093000000157049","49093000000157204","2024-10-02 08:03:04","In Progress","Consectetur soluta doloremque excepturi impedit facere perferendis ipsa assumenda velit perspiciatis quibusdam molestias."
"49093000000172088","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157388","49093000000157170","49093000000157175","2026-02-08 12:24:33","In Progress","Deleniti sunt similique enim qui nemo ut reprehenderit id suscipit placeat."
"49093000000172089","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157389","49093000000157192","49093000000157124","2026-02-01 13:39:48","In Progress","Ullam doloribus aliquam illo inventore voluptas natus voluptas praesentium."
"49093000000172090","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157390","49093000000157171","49093000000157176","2024-10-04 16:01:28","In Progress","Voluptatem facilis rem porro vel placeat veritatis quod."
"49093000000172091","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157391","49093000000157034","49093000000157034","2025-09-04 10:46:52","In Progress","Quam mollitia esse cupiditate veritatis non officia tempore dignissimos quos laudantium alias."
"49093000000172092","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157392","49093000000157192","49093000000157168","2025-09-28 20:38:43","Reassigned","Officia soluta esse in laboriosam repudiandae assumenda dignissimos."
"49093000000172093","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157393","49093000000157038","49093000000157070","2025-09-27 00:37:51","Assigned","Quaerat eveniet libero fugit quia vitae earum unde in necessitatibus."
"49093000000172094","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157394","49093000000157182","49093000000157042","2025-04-17 07:13:53","Completed","Amet dolore quis maxime ut debitis quos facilis quos numquam sed iusto incidunt dicta."
"49093000000172095","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157395","49093000000157208","49093000000157211","2025-06-15 00:50:07","Completed","Numquam aut ut possimus exercitationem eaque rem odit."
"49093000000172096","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157396","49093000000157084","49093000000157159","2026-06-22 23:13:13","Assigned","Laborum repellendus inventore consequatur eum modi quas maiores facere nemo."
"49093000000172097","49093000000013007","2026-06-28 14:06:29:478","2026-06-28 14:06:29:478","49093000000157397","49093000000157131","49093000000157071","2026-03-19 18:21:33","Completed","Sequi commodi modi minima corrupti aliquid dolor est deserunt ab."
"49093000000172098","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157398","49093000000157130","49093000000157129","2024-07-02 16:17:22","Completed","Quo ipsam velit consequuntur libero quam ipsam temporibus animi laboriosam minima dolore ratione."
"49093000000172099","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157399","49093000000157083","49093000000157176","2025-04-03 07:57:33","Assigned","Eaque nemo eos cum atque aliquid voluptatem quod."
"49093000000172100","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157400","49093000000157084","49093000000157135","2025-01-22 08:14:49","Assigned","Architecto ad molestias ut excepturi eum ratione vitae libero iste nesciunt nobis."
"49093000000172101","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157401","49093000000157060","49093000000157120","2025-03-28 18:03:49","Reassigned","Aperiam eos sit iste veniam eius quibusdam enim hic repudiandae enim est."
"49093000000172102","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157402","49093000000157191","49093000000157038","2025-09-15 04:49:50","Assigned","Voluptatem quaerat molestias quasi tempore at tempora officiis saepe laudantium."
"49093000000172103","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157403","49093000000157144","49093000000157103","2024-11-16 02:11:38","In Progress","Incidunt fuga recusandae ab vel ipsum earum harum numquam quisquam quisquam distinctio."
"49093000000172104","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157404","49093000000157138","49093000000157158","2024-11-28 19:02:41","Reassigned","Atque similique ratione praesentium harum distinctio aliquam suscipit beatae ut."
"49093000000172105","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157405","49093000000157211","49093000000157122","2025-10-29 20:35:43","In Progress","Corrupti nesciunt consequuntur beatae doloremque vitae."
"49093000000172106","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157406","49093000000157125","49093000000157038","2024-09-05 12:14:52","Assigned","Repellat quidem quos quam quod ea ducimus."
"49093000000172107","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157407","49093000000157056","49093000000157115","2025-05-14 17:13:30","Assigned","Optio nulla a illo illum quaerat."
"49093000000172108","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157408","49093000000157174","49093000000157158","2025-09-25 07:26:34","In Progress","In accusantium fugit architecto reiciendis error neque voluptatibus numquam rerum corporis facilis."
"49093000000172109","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157409","49093000000157105","49093000000157103","2026-03-04 01:39:30","Assigned","Velit non suscipit incidunt quibusdam quos nesciunt."
"49093000000172110","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157410","49093000000157141","49093000000157157","2025-02-14 08:28:18","Reassigned","Ipsam ea aut veniam enim et sit dolore numquam possimus."
"49093000000172111","49093000000013007","2026-06-28 14:06:29:479","2026-06-28 14:06:29:479","49093000000157411","49093000000157082","49093000000157033","2026-01-21 03:22:03","In Progress","Corporis iste vero sit eum aspernatur cum debitis maxime quibusdam reprehenderit."
"49093000000172112","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157412","49093000000157106","49093000000157054","2025-05-11 12:28:25","In Progress","Quis nulla nemo natus quis amet iure sequi corporis."
"49093000000172113","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157413","49093000000157095","49093000000157172","2025-03-02 21:52:29","Completed","Provident consequatur molestias dicta reprehenderit architecto."
"49093000000172114","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157414","49093000000157089","49093000000157039","2025-06-04 17:16:44","Completed","Unde assumenda aliquam commodi odio natus."
"49093000000172115","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157415","49093000000157189","49093000000157096","2025-08-19 01:16:28","Assigned","Maxime vel quasi aliquid aperiam ab placeat est."
"49093000000172116","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157416","49093000000157057","49093000000157122","2024-12-15 21:43:03","Completed","Odio a sunt nisi minus magnam vel omnis nostrum provident soluta iusto."
"49093000000172117","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157417","49093000000157070","49093000000157213","2025-09-26 09:35:26","Completed","Corrupti quod eos modi officia sed reprehenderit earum perspiciatis deleniti molestiae vel corrupti."
"49093000000172118","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157418","49093000000157046","49093000000157055","2026-06-25 00:12:55","In Progress","Inventore porro quae nobis occaecati error exercitationem explicabo dicta ut."
"49093000000172119","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157419","49093000000157158","49093000000157029","2025-01-19 04:21:42","In Progress","Inventore eos alias mollitia ad esse in aspernatur odit distinctio neque."
"49093000000172120","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157420","49093000000157203","49093000000157164","2025-08-31 22:24:45","Reassigned","Distinctio deserunt eum qui at harum unde dicta totam blanditiis repellendus."
"49093000000172121","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157421","49093000000157163","49093000000157123","2026-01-01 18:53:17","In Progress","Officia nisi non sapiente cupiditate ex consequatur minima eos."
"49093000000172122","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157422","49093000000157120","49093000000157157","2026-02-02 23:36:30","Assigned","Quaerat ipsum maiores natus inventore libero odio architecto."
"49093000000172123","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157423","49093000000157148","49093000000157107","2026-04-29 08:16:23","Assigned","Dolor facilis nulla soluta veniam velit tempora nobis aperiam ipsam inventore."
"49093000000172124","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157424","49093000000157105","49093000000157124","2025-08-24 21:30:21","Assigned","Aut incidunt ducimus magni odio vero numquam ex nobis quisquam fugit dicta."
"49093000000172125","49093000000013007","2026-06-28 14:06:29:480","2026-06-28 14:06:29:480","49093000000157425","49093000000157090","49093000000157080","2024-10-03 20:36:25","Reassigned","Repellat omnis architecto assumenda optio asperiores suscipit."
"49093000000172126","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157426","49093000000157197","49093000000157151","2025-11-07 23:55:38","Completed","Adipisci atque architecto omnis adipisci cum quis sapiente maiores ipsum consequatur ducimus."
"49093000000172127","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157427","49093000000157136","49093000000157181","2025-02-08 01:11:26","Completed","Voluptatibus animi tenetur ipsum illo facere minima."
"49093000000172128","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157428","49093000000157122","49093000000157128","2025-01-08 18:58:38","In Progress","Dicta dignissimos quis repellat corporis magni veritatis placeat doloremque quibusdam."
"49093000000172129","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157429","49093000000157091","49093000000157135","2024-10-20 10:39:33","Assigned","Quasi sint error perferendis provident alias recusandae nihil sunt magni harum."
"49093000000172130","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157430","49093000000157135","49093000000157137","2026-05-02 23:39:15","Assigned","Itaque animi explicabo unde reprehenderit expedita."
"49093000000172131","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157431","49093000000157086","49093000000157177","2025-04-30 22:08:23","Completed","Quam voluptates qui distinctio veritatis veniam expedita laudantium quod fuga nostrum iste."
"49093000000172132","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157432","49093000000157161","49093000000157138","2026-06-09 15:38:32","Reassigned","Iure architecto consectetur corporis ex illum vero impedit iste amet quos commodi."
"49093000000172133","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157433","49093000000157161","49093000000157030","2025-05-18 10:41:17","Reassigned","Ipsa distinctio perspiciatis officiis quia ullam aut odit ipsam."
"49093000000172134","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157434","49093000000157036","49093000000157188","2025-09-21 09:18:35","Completed","Quibusdam ad tempora perferendis neque impedit."
"49093000000172135","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157435","49093000000157029","49093000000157040","2026-06-04 21:03:15","In Progress","Aliquam quaerat sed nostrum atque mollitia odio repudiandae earum temporibus soluta."
"49093000000172136","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157436","49093000000157161","49093000000157142","2025-01-26 11:46:35","Reassigned","Aliquam animi nobis ut optio delectus libero hic fugit."
"49093000000172137","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157437","49093000000157112","49093000000157036","2025-05-13 09:03:00","Assigned","Dignissimos corporis quas perferendis reprehenderit excepturi temporibus aut adipisci itaque quisquam repudiandae."
"49093000000172138","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157438","49093000000157163","49093000000157142","2026-02-23 11:55:44","In Progress","Tempore porro nisi necessitatibus ab laborum fuga eveniet quam magnam nisi laborum."
"49093000000172139","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157439","49093000000157152","49093000000157117","2024-07-07 09:54:37","Assigned","Deserunt alias architecto vitae delectus quia."
"49093000000172140","49093000000013007","2026-06-28 14:06:29:481","2026-06-28 14:06:29:481","49093000000157440","49093000000157051","49093000000157133","2026-06-27 09:15:26","Completed","Rem in delectus delectus sapiente occaecati ducimus assumenda accusantium a culpa excepturi."
"49093000000172141","49093000000013007","2026-06-28 14:06:29:482","2026-06-28 14:06:29:482","49093000000157441","49093000000157056","49093000000157156","2025-12-16 05:38:28","Completed","Veniam ipsum reprehenderit earum voluptas labore delectus placeat."
"49093000000172142","49093000000013007","2026-06-28 14:06:29:482","2026-06-28 14:06:29:482","49093000000157442","49093000000157201","49093000000157081","2026-06-16 19:50:40","Assigned","Rem voluptatem dolorem blanditiis rerum tenetur blanditiis ab fugit ullam."
"49093000000172143","49093000000013007","2026-06-28 14:06:29:482","2026-06-28 14:06:29:482","49093000000157443","49093000000157095","49093000000157143","2025-10-22 07:17:34","Assigned","Numquam animi quos amet enim voluptatem at distinctio."
"49093000000172144","49093000000013007","2026-06-28 14:06:29:482","2026-06-28 14:06:29:482","49093000000157444","49093000000157156","49093000000157081","2025-04-11 04:48:45","Reassigned","Necessitatibus culpa minus quae possimus minus soluta."
"49093000000172145","49093000000013007","2026-06-28 14:06:29:482","2026-06-28 14:06:29:482","49093000000157445","49093000000157169","49093000000157203","2025-05-23 12:04:24","Assigned","Reiciendis nobis excepturi dolore occaecati eveniet animi magni impedit."
"49093000000172146","49093000000013007","2026-06-28 14:06:29:482","2026-06-28 14:06:29:482","49093000000157446","49093000000157149","49093000000157214","2024-10-10 16:08:00","Assigned","Voluptas assumenda fugit quidem eligendi cum repellat eos suscipit voluptatum itaque sapiente."
"49093000000172147","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157447","49093000000157056","49093000000157068","2026-04-07 05:54:57","In Progress","Quaerat non nihil odit quisquam at cum odio consectetur error nostrum expedita voluptates."
"49093000000172148","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157448","49093000000157204","49093000000157108","2025-12-27 06:59:46","Assigned","Mollitia odio suscipit mollitia temporibus officia ducimus."
"49093000000172149","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157449","49093000000157044","49093000000157181","2025-04-13 14:37:15","Reassigned","Eveniet porro ipsum voluptate velit nemo itaque."
"49093000000172150","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157450","49093000000157120","49093000000157152","2025-03-18 15:11:14","Assigned","Facilis molestias numquam aspernatur deserunt possimus consequuntur quibusdam soluta similique labore."
"49093000000172151","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157451","49093000000157044","49093000000157161","2025-10-14 08:05:18","In Progress","Eligendi impedit saepe dolores animi dolores aliquam quidem."
"49093000000172152","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157452","49093000000157172","49093000000157054","2025-10-11 12:38:32","Assigned","Esse totam molestias deserunt deserunt iste doloremque doloremque."
"49093000000172153","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157453","49093000000157105","49093000000157090","2024-07-07 19:38:40","Reassigned","Porro recusandae nulla perferendis labore deleniti eius eaque sint accusamus sint incidunt."
"49093000000172154","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157454","49093000000157081","49093000000157200","2024-08-07 21:48:22","Reassigned","Illum amet aperiam voluptatibus fuga possimus."
"49093000000172155","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157455","49093000000157158","49093000000157152","2026-05-15 15:45:46","In Progress","Quidem tempora aperiam tenetur nam omnis."
"49093000000172156","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157456","49093000000157045","49093000000157177","2025-08-04 19:16:55","Reassigned","Animi a occaecati distinctio alias corporis facere inventore libero deleniti saepe."
"49093000000172157","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157457","49093000000157119","49093000000157054","2026-01-30 23:56:38","Assigned","Officia iusto iste repudiandae quaerat modi voluptas culpa ex quasi consectetur minus illo."
"49093000000172158","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157458","49093000000157160","49093000000157183","2025-03-26 17:03:07","Completed","Asperiores architecto eveniet ea consequuntur omnis vitae recusandae suscipit ipsum dolor voluptatum fugit itaque."
"49093000000172159","49093000000013007","2026-06-28 14:06:29:483","2026-06-28 14:06:29:483","49093000000157459","49093000000157065","49093000000157206","2026-03-30 12:46:35","Assigned","Voluptatem quisquam similique quas quidem ab ea recusandae eos."
"49093000000172160","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157460","49093000000157095","49093000000157150","2025-04-17 12:24:58","Completed","Minus reiciendis totam itaque illo quod nobis quos tempora saepe."
"49093000000172161","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157461","49093000000157099","49093000000157088","2025-04-24 20:42:42","Reassigned","Repellat omnis tenetur atque corrupti nisi dolor adipisci accusantium."
"49093000000172162","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157462","49093000000157192","49093000000157207","2025-10-14 11:19:19","Reassigned","Impedit incidunt quo quae vitae molestiae id."
"49093000000172163","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157463","49093000000157208","49093000000157163","2024-11-16 07:32:09","Completed","Quibusdam ex quos qui expedita et."
"49093000000172164","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157464","49093000000157174","49093000000157116","2024-11-07 21:28:46","Reassigned","Cumque repudiandae modi quidem nesciunt iusto deleniti."
"49093000000172165","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157465","49093000000157116","49093000000157209","2025-12-29 13:44:51","Reassigned","Quis ipsa fugit veritatis tenetur odio."
"49093000000172166","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157466","49093000000157142","49093000000157037","2025-08-06 19:02:27","Assigned","Iure eligendi qui ut voluptate incidunt unde hic dolores asperiores."
"49093000000172167","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157467","49093000000157160","49093000000157209","2024-07-19 00:16:29","Reassigned","Ipsa est rem quod distinctio provident inventore eligendi."
"49093000000172168","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157468","49093000000157077","49093000000157173","2025-09-25 22:40:31","Assigned","Quibusdam illum corporis porro eum similique hic dicta quia repellat."
"49093000000172169","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157469","49093000000157155","49093000000157179","2024-09-17 12:51:17","Completed","Culpa ratione similique voluptate neque libero eos eius nihil beatae unde quas."
"49093000000172170","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157470","49093000000157129","49093000000157094","2024-10-12 01:36:58","Completed","Vero excepturi quod corrupti atque autem distinctio."
"49093000000172171","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157471","49093000000157180","49093000000157094","2025-11-09 19:38:02","Completed","Quasi nobis excepturi libero esse reiciendis."
"49093000000172172","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157472","49093000000157095","49093000000157206","2026-06-18 06:30:14","Reassigned","Perferendis sapiente ipsa quaerat distinctio itaque veniam minima nam."
"49093000000172173","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157473","49093000000157135","49093000000157207","2025-01-11 02:15:39","Assigned","Minus ad nemo corrupti voluptatem quisquam dolorum."
"49093000000172174","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157474","49093000000157155","49093000000157143","2026-03-05 07:37:42","In Progress","Quibusdam repellendus reprehenderit laboriosam velit cum ipsam saepe qui animi."
"49093000000172175","49093000000013007","2026-06-28 14:06:29:484","2026-06-28 14:06:29:484","49093000000157475","49093000000157101","49093000000157203","2025-03-27 14:14:20","Completed","Ducimus voluptatem ratione quia quod voluptatum magni."
"49093000000172176","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157476","49093000000157063","49093000000157104","2026-01-15 21:05:05","Reassigned","Suscipit eius quis quae eligendi omnis dolor saepe quos dolorum aperiam."
"49093000000172177","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157477","49093000000157048","49093000000157182","2024-07-18 08:31:29","Assigned","Ullam porro mollitia fugiat quod asperiores fugit perspiciatis unde quo placeat saepe cumque."
"49093000000172178","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157478","49093000000157192","49093000000157155","2024-11-22 23:40:16","Reassigned","Reiciendis repellat nam similique facilis nam quisquam hic atque vitae quis reprehenderit magni."
"49093000000172179","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157479","49093000000157189","49093000000157211","2026-04-23 22:49:10","Reassigned","Voluptate quis id velit deleniti mollitia."
"49093000000172180","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157480","49093000000157156","49093000000157175","2024-12-03 03:26:52","Completed","Quam iusto repellat mollitia tenetur sit doloremque temporibus natus."
"49093000000172181","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157481","49093000000157073","49093000000157151","2026-03-12 09:59:29","Completed","Velit maxime ea maiores vel autem quia veritatis deleniti pariatur accusantium voluptates."
"49093000000172182","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157482","49093000000157090","49093000000157145","2025-01-13 18:53:54","Completed","Qui ex aperiam laudantium nulla nulla iusto vel ad quas."
"49093000000172183","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157483","49093000000157143","49093000000157171","2025-05-18 17:35:10","Assigned","Impedit dolore aliquid quae deleniti sequi nihil officia fugiat."
"49093000000172184","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157484","49093000000157030","49093000000157073","2025-01-30 01:51:47","Completed","Quidem nulla voluptatibus quam eum ut ex."
"49093000000172185","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157485","49093000000157208","49093000000157118","2024-10-07 02:18:08","Completed","Voluptatibus est placeat beatae nam sed numquam asperiores vitae."
"49093000000172186","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157486","49093000000157046","49093000000157079","2025-02-25 01:31:41","In Progress","Mollitia tempora corporis eos autem fugit a."
"49093000000172187","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157487","49093000000157151","49093000000157167","2025-05-22 23:18:11","Completed","Nam sunt quasi autem temporibus expedita quos incidunt fugit quam vel."
"49093000000172188","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157488","49093000000157172","49093000000157038","2025-05-11 15:16:16","In Progress","Beatae voluptatibus ducimus impedit illo illum sed id unde ex."
"49093000000172189","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157489","49093000000157094","49093000000157064","2025-05-10 21:45:21","Reassigned","Laboriosam quas perferendis possimus quaerat quasi non animi doloribus sapiente repellendus provident recusandae."
"49093000000172190","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157490","49093000000157191","49093000000157108","2026-06-25 08:59:13","Assigned","Debitis optio sint cum a odio ea error reiciendis iusto veniam."
"49093000000172191","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157491","49093000000157213","49093000000157068","2025-09-16 09:13:35","Assigned","Saepe reiciendis commodi accusamus consectetur at dolores repellat doloremque quisquam est atque nam."
"49093000000172192","49093000000013007","2026-06-28 14:06:29:485","2026-06-28 14:06:29:485","49093000000157492","49093000000157114","49093000000157201","2025-05-14 01:23:00","Reassigned","Provident aspernatur earum commodi quasi libero nam quo veniam rerum quisquam."
"49093000000172193","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157493","49093000000157114","49093000000157154","2025-04-19 17:50:51","In Progress","Similique dignissimos temporibus similique totam expedita exercitationem."
"49093000000172194","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157494","49093000000157177","49093000000157165","2024-09-17 19:24:57","Assigned","Fugit consequuntur quia harum voluptate nam alias beatae voluptatum quasi."
"49093000000172195","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157495","49093000000157082","49093000000157158","2026-06-20 23:30:52","Assigned","Error magnam mollitia omnis dolorum ipsum est consequuntur sed commodi non aspernatur."
"49093000000172196","49093000000013007","2026-06-28 14:06:29:486","2026-06-28 14:06:29:486","49093000000157496","49093000000157162","49093000000157091","2024-09-03 07:42:06","Completed","Doloremque dolores eos debitis mollitia inventore inventore maxime libero."
